stcode,stsmrycn,crhomeyn,crtypenm,craddr,lo,flag,crcapat,crrepre,health_tchert,craddcnt,helthtchercnt,frstcnfmdt,ewopercnt,tchertcnt,crcargb,crname,tel_no,emyn1,arcode_nm,emyn2,crspecnm,stfavcnt,nrtrroom_cnt,class_sum_num,etnrtryn,crcargbnm,pttmyn1,crchcnt,rnum,pttmyn2,crrepname,crgb,childcare_cnt,crhome,nursecnt,kinder_cnt,ewexclcrcnt,ewcnt,etnrtrynnm,plgrdco_cnt,totcnt,la,datechcareinsttyn,special_tchert
41590001339,경기도 화성시 병점구,N,가정,"경기도 화성시 병점구  병점노을로 31 106동 103호(병점동, 병점역아이파크캐슬)",127.02779034934144,,20,병점아이파크어린이집,0,0,0,20210616,1,8,N,병점아이파크어린이집,031-221-5747,예약불가능,경기도 화성시 병점구청,예약불가능,일반,0,3,6,Y,미 운행,미 운영,20,22160,미 운영,김수희,01,0,,0,0,0,29,운영,0,0,37.20526916017923,N,0
41590000810,경기도 화성시 병점구,N,민간,경기도 화성시 병점구  병점동로42번길 13-2 ,127.0447902,,199,병점재크와콩나무어린이집,0,0,0,20110302,1,26,Y,병점재크와콩나무어린이집,031-898-9581,예약불가능,경기도 화성시 병점구청,예약불가능,일반,0,15,18,Y,운행,미 운영,127,5578,미 운영,안미영,01,0,,0,0,0,33,운영,1,0,37.20922532,N,0
41590001255,경기도 화성시 만세구,N,민간,경기도 화성시 만세구  남양읍 역골중앙로41번길 1 (남양리),126.82858148570778,,201,보리어린이집,0,0,0,20191010,1,24,Y,보리어린이집,031-356-0100,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,13,18,Y,운행,미 운영,168,32803,미 운영,장진숙,01,0,,0,0,0,37,운영,2,0,37.203476947185656,N,0
41590000848,경기도 화성시 효행구,N,민간,경기도 화성시 효행구  봉담읍 동화새터길 39 경기도 화성시 봉담읍 동화새터길 39,126.954463558371,,235,보림어린이집,0,0,0,20120217,1,24,Y,보림어린이집,031-298-2971,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,11,13,Y,운행,미 운영,134,7232,미 운영,강기축,01,0,,0,0,0,124,운영,1,0,37.22360340725898,N,0
41590000099,경기도 화성시 병점구,N,가정,"경기도 화성시 병점구  영통로61번길 10 111동 101호(반월동, 신영통현대1차아파트)",127.0617494,,20,보배로운어린이집,0,0,0,20011101,1,3,N,보배로운어린이집,031-204-7722,예약불가능,경기도 화성시 병점구청,예약불가능,일반,0,3,3,Y,미 운행,미 운영,7,9971,미 운영,김숙희,01,0,http://cafe.naver.com/bobe2047722,0,0,0,4,운영,0,0,37.23346691,N,0
41590000426,경기도 화성시 병점구,N,가정,"경기도 화성시 병점구  병점중앙로 202 102동 106호(진안동, 월드메르디앙1단지아파트)",127.0358,,20,본어린이집,0,0,0,20080102,1,8,N,본어린이집,031-237-6546,예약불가능,경기도 화성시 병점구청,예약불가능,일반,0,3,7,Y,미 운행,미 운영,17,10389,미 운영,이윤승,01,0,,0,0,0,2,운영,3,0,37.21536,N,0
41590000989,경기도 화성시 병점구,N,가정,경기도 화성시 병점구  동탄원천로 382-37 106동 101호,127.05677004156192,,20,봄이랑어린이집,0,0,0,20150723,1,9,N,봄이랑어린이집,031-231-1699,예약불가능,경기도 화성시 병점구청,예약불가능,일반,0,3,7,Y,미 운행,미 운영,19,31435,미 운영,박미영,01,0,,0,0,0,30,운영,0,0,37.22301670368014,N,0
41590000581,경기도 화성시 효행구,N,민간,경기도 화성시 효행구  와우로119번길 36-7 ,126.97676254906324,,39,봉담꿈꾸는아이들어린이집,0,0,0,20081009,1,11,Y,봉담꿈꾸는아이들어린이집,031-222-2255,예약불가능,경기도 화성시 효행구청,예약불가능,야간연장형,0,5,10,Y,운행,미 운영,36,16041,미 운영,안보영,01,0,,0,0,0,8,운영,0,0,37.21742530773553,N,0
41590000794,경기도 화성시 효행구,N,민간,경기도 화성시 효행구  봉담읍 와우로34번길 11 관리동,126.9699015719,,39,봉담리라어린이집,0,0,0,20100603,1,11,N,봉담리라어린이집,031-236-5664,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,5,10,Y,미 운행,미 운영,37,19419,미 운영,이윤서,01,0,,0,0,0,20,운영,1,0,37.2135618647,N,0
41590001046,경기도 화성시 효행구,N,민간,경기도 화성시 효행구  봉담읍 수영로 60-10 우방아이유쉘1단지 관리동,126.95716450768537,,49,봉담아이원어린이집,0,0,0,20161013,1,12,Y,봉담아이원어린이집,031-293-4145,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,5,10,Y,운행,미 운영,42,32271,미 운영,이시현,01,0,,0,0,0,10,운영,0,0,37.23684643062066,N,0
41590000073,경기도 화성시 효행구,N,법인·단체등,경기도 화성시 효행구  봉담읍 상리3길 111 LH4단지 관리동,126.9490455003328,,39,봉담어린이집,0,0,0,19980117,1,9,N,봉담어린이집,031-298-0370,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,4,6,N,미 운행,미 운영,23,6765,미 운영,노여정,01,0,,0,0,0,13,미 운영,0,0,37.220748706128724,N,0
41590001367,경기도 화성시 효행구,N,민간,경기도 화성시 효행구  봉담읍 삼천병마로 1256-13 LH 행복주택 내 어린이집,126.94880404726368,,39,봉담행복어린이집,0,0,0,20220503,1,12,N,봉담행복어린이집,031-291-1223,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,5,10,Y,미 운행,미 운영,36,32878,미 운영,이순영,01,0,,0,0,0,17,운영,1,0,37.21791210010958,N,0
41590001078,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄대로24길 199 485동 102호(영천동, 에듀벨리 사랑으로 부영)",127.1166334195306,,20,부영아이숲어린이집,0,0,0,20170510,1,7,N,부영아이숲어린이집,031-375-4312,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,5,5,Y,미 운행,미 운영,18,15025,미 운영,공은미,01,0,,0,0,0,16,운영,0,0,37.20536592916972,N,0
41590000930,경기도 화성시 병점구,N,가정,"경기도 화성시 병점구  동탄지성로 405 106동 103호(기산동, 대우푸르지오)",127.04435110352278,,20,블루키즈어린이집,0,0,0,20130201,1,6,N,블루키즈어린이집,031-232-5056,예약불가능,경기도 화성시 병점구청,예약불가능,일반,0,3,5,Y,미 운행,미 운영,13,19847,미 운영,이정현,01,0,,0,0,0,14,운영,0,0,37.2269866165147,N,0
41590000007,경기도 화성시 효행구,N,사회복지법인,경기도 화성시 효행구  비봉면 구포동길38번길 11-3 ,126.8864491,,64,비봉어린이집,0,0,0,19970630,1,7,Y,비봉어린이집,031-356-3383,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,3,4,N,운행,미 운영,13,16094,미 운영,정강욱,01,0,https://blog.naver.com/bibongkids,0,0,0,8,미 운영,1,0,37.24915078,N,0
41590001489,경기도 화성시 효행구,N,민간,경기도 화성시 효행구 비봉면 새비봉서로 96 관리동,126.8666239301484,,73,비봉햇살어린이집,0,0,0,20260109,1,8,N,비봉햇살어린이집,010-3536-2260,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,5,6,Y,미 운행,미 운영,22,15467,미 운영,이민정,01,0,,0,0,0,34,운영,3,0,37.24871115583771,N,0
41590000181,경기도 화성시 병점구,N,가정,경기도 화성시 병점구  효행로 1075-10 관리동,127.0446979,,20,빛고은어린이집,0,0,0,20080320,1,6,N,빛고은어린이집,031-235-2205,예약불가능,경기도 화성시 병점구청,예약불가능,일반,0,3,2,Y,미 운행,미 운영,9,19266,미 운영,강병우,01,0,,0,0,0,0,운영,1,0,37.21645675,N,0
41590001091,경기도 화성시 동탄구,N,가정,경기도 화성시 동탄구  동탄신리천로1길 74 1912동 104호,127.11490215419206,,20,빛나라어린이집,0,0,0,20170817,1,6,N,빛나라어린이집,031-372-7586,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,4,5,Y,미 운행,미 운영,14,4604,미 운영,채방희,01,0,,0,0,0,5,운영,0,0,37.17981602280966,N,0
41590000388,경기도 화성시 병점구,N,가정,"경기도 화성시 병점구  영통로50번길 27 109동 103호(반월동, 두산위브아파트)",127.0685608,,20,뿌뿌어린이집,0,0,0,20071019,1,9,N,뿌뿌어린이집,031-215-9145,예약불가능,경기도 화성시 병점구청,예약불가능,야간연장형,0,3,7,Y,미 운행,미 운영,20,28276,미 운영,이현자,01,0,,0,0,0,28,운영,0,0,37.23053086,N,0
41590000853,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄숲속로 96 852동 102호(능동, 숲속마을 모아미래도)",127.05819965715481,,20,삐삐어린이집,0,0,0,20120228,1,6,N,삐삐어린이집,031-8003-3217,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,3,4,Y,미 운행,미 운영,14,16264,미 운영,유소휘,01,0,,0,0,0,5,운영,0,0,37.20658807442515,N,0
41590000206,경기도 화성시 만세구,N,민간,경기도 화성시 만세구  송산면 사강시장길 7 ,126.7311124,,90,사강어린이집,0,0,0,20040302,1,0,Y,사강어린이집,031-357-5755,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,6,0,Y,운행,미 운영,0,28483,미 운영,홍승란,01,0,,0,0,0,5,운영,1,0,37.21408819,N,0
41590001441,경기도 화성시 병점구,N,민간,경기도 화성시 병점구  병점2로 78 병점역 에듀포레 아파트 관리사무소,127.0447621267512,,22,사과가쿵어린이집,0,0,0,20240301,1,9,Y,사과가쿵어린이집,031-234-7999,예약불가능,경기도 화성시 병점구청,예약불가능,야간연장형,0,3,8,Y,운행,미 운영,18,33271,미 운영,이재희,01,0,,0,0,0,6,운영,0,0,37.20747604288089,N,0
41590001188,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄신리천로1길 74 1911동 101호(목동, 호반베르디움 센트럴포레)",127.11752846635056,,20,사랑가득어린이집,0,0,0,20190201,1,8,N,사랑가득어린이집,031-375-7568,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,4,7,Y,미 운행,미 운영,19,21853,미 운영,박시연,01,0,,0,0,0,21,운영,0,0,37.18142182898326,N,0
41590001452,경기도 화성시 효행구,N,가정,경기도 화성시 효행구  봉담읍 삼봉안길 76 205동 102호(힐스테이트봉담프라이드시티),126.92214436608039,,20,사랑가득한어린이집,0,0,0,20241104,1,8,N,사랑가득한어린이집,031-291-8002,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,3,7,Y,미 운행,미 운영,20,6523,미 운영,강은진,01,0,,0,0,0,66,운영,0,0,37.22458898806549,N,0
41590000212,경기도 화성시 병점구,N,가정,"경기도 화성시 병점구  영통로27번길 35 307동 103호(반월동, 신영통현대3차아파트)",127.05963402148585,,20,사랑담아어린이집,0,0,0,20060810,1,7,N,사랑담아어린이집,031-204-0472,예약불가능,경기도 화성시 병점구청,예약불가능,일반,0,3,6,Y,미 운행,미 운영,14,9970,미 운영,서한희,01,0,,0,0,0,15,운영,0,0,37.23133376829478,N,0
41590000994,경기도 화성시 만세구,N,가정,경기도 화성시 만세구  향남읍 상신하길로274번길 61 806동 101호(서봉마을 모아엘가),126.91341719035176,,20,사랑모아어린이집,0,0,0,20150821,1,6,N,사랑모아어린이집,031-8059-4657,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,3,7,Y,미 운행,미 운영,15,21430,미 운영,고희경,01,0,향남 사랑모아어린이집 ,0,0,0,7,운영,0,0,37.112621035675595,N,0
41590001426,경기도 화성시 효행구,N,가정,경기도 화성시 효행구  봉담읍 수영로 161 312동 103호(중흥S클래스에듀파크),126.94502805426986,,20,사랑별어린이집,0,0,0,20231006,1,9,N,사랑별어린이집,031-8004-1033,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,3,8,Y,미 운행,미 운영,20,15492,미 운영,김선희,01,0,,0,0,0,27,운영,0,0,37.23182033679254,N,0
41590000978,경기도 화성시 병점구,N,가정,경기도 화성시 병점구  동탄원천로 382-37 119동 102호,127.05555125701505,,20,사랑샘어린이집,0,0,0,20150331,1,7,N,사랑샘어린이집,070-7655-1200,예약불가능,경기도 화성시 병점구청,예약불가능,일반,0,3,6,Y,미 운행,미 운영,18,21385,미 운영,김연실,01,0,,0,0,0,10,운영,0,0,37.220429470274354,N,0
41590000072,경기도 화성시 효행구,N,가정,"경기도 화성시 효행구  봉담읍 삼천병마로 1256-18 105동 105호(상리, 청운마을신안인스빌아파트)",126.94784,,20,사랑송송어린이집,0,0,0,20041020,1,9,Y,사랑송송어린이집,031-297-5907,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,3,7,Y,운행,미 운영,16,19709,미 운영,김현미,01,0,,0,0,0,5,운영,0,0,37.21669833,N,0
41590001298,경기도 화성시 만세구,N,민간,경기도 화성시 만세구  향남읍 벌말길 16 관리동어린이집,126.9037172166268,,38,사랑채움어린이집,0,0,0,20200702,1,4,N,사랑채움어린이집,031-353-4370,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,5,3,Y,미 운행,미 운영,10,5025,미 운영,이명숙,01,0,,0,0,0,0,운영,1,0,37.11160886816213,N,0
41590000999,경기도 화성시 만세구,N,가정,경기도 화성시 만세구  향남읍 상신하길로328번길 21 306동 103호(서봉마을 사랑으로부영),126.91285942341363,,20,사랑톡톡어린이집,0,0,0,20150909,1,11,N,사랑톡톡어린이집,031-359-8872,예약불가능,경기도 화성시 만세구청,예약불가능,야간연장형,0,3,10,Y,미 운행,미 운영,19,12270,미 운영,박미하,01,0,,0,0,0,8,운영,0,0,37.118261291049954,N,0
41590000482,경기도 화성시 동탄구,N,민간,경기도 화성시 동탄구  동탄반석로 16 관리동,127.07825670894559,,29,산들꽃어린이집,0,0,0,20080326,1,9,N,산들꽃어린이집,031-8003-3458,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,4,7,Y,미 운행,미 운영,23,28536,미 운영,송훈,01,0,,0,0,0,13,운영,1,0,37.19426275065886,N,0
41590000342,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄반석로 207 203동 102호(반송동, 시범한빛마을 삼부르네상스)",127.07135341511379,,20,삼부토리어린이집,0,0,0,20070618,1,6,N,삼부토리어린이집,031-8050-1311,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,3,5,Y,미 운행,미 운영,11,9899,미 운영,노영순,01,0,,0,0,0,5,운영,1,0,37.2073413684452,N,0
41590001100,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄대로22길 9 632동 102호(영천동, 센트럴상록아파트)",127.09982792308955,,18,상록도담어린이집,0,0,0,20170915,1,8,N,상록도담어린이집,031-377-5700,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,3,6,Y,미 운행,미 운영,18,31661,미 운영,이미지,01,0,,0,0,0,42,운영,0,0,37.208757969971884,N,0
41590001029,경기도 화성시 동탄구,N,민간,"경기도 화성시 동탄구  동탄순환대로29길 57 관리동(영천동, 상록리슈빌아파트)",127.10923540239876,,75,상록리슈빌어린이집,0,0,0,20160307,1,18,N,상록리슈빌어린이집,031-373-2232,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,6,14,Y,미 운행,미 운영,74,4436,미 운영,주성옥,01,0,,0,0,0,112,운영,1,0,37.20548336072613,N,0
41590000928,경기도 화성시 만세구,N,가정,경기도 화성시 만세구  행정동로 83 상록하늘채 809동 102호,126.92428435622477,,20,상록사랑숲어린이집,0,0,0,20130201,1,4,N,상록사랑숲어린이집,031-8058-0660,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,3,4,Y,미 운행,미 운영,8,10524,미 운영,한경자,01,0,,0,0,0,8,운영,0,0,37.13158843764409,N,0
41590001068,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄기흥로353번길 77 1605동 102호(오산동, 에일린의 뜰)",127.08732300174667,,20,새론어린이집,0,0,0,20170228,1,6,N,새론어린이집,031-377-9788,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,3,4,Y,미 운행,미 운영,14,22272,미 운영,양혜진,01,0,,0,0,0,5,운영,0,0,37.188868118572834,N,0
41590001138,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄순환대로20길 31 2110동 104호(목동, e편한세상 동탄)",127.12742799988243,,20,새롬어린이집,0,0,0,20180426,1,8,N,새롬어린이집,070-4383-1114,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,3,7,Y,미 운행,미 운영,20,14306,미 운영,고미숙,01,0,,0,0,0,17,운영,0,0,37.19198996251961,N,0
41590001376,경기도 화성시 만세구,N,민간,"경기도 화성시 만세구  수노을1로 82 (새솔동, 대방노블랜드6차 관리동)",126.81361462927872,,40,새솔별어린이집,0,0,0,20220825,1,9,N,새솔별어린이집,031-8077-2373,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,3,7,Y,미 운행,미 운영,26,33083,미 운영,윤하영,01,0,,0,0,0,8,운영,0,0,37.28948260447857,N,0
41590001145,경기도 화성시 만세구,N,민간,경기도 화성시 만세구  수노을1로 236 반도유보라아이비파크아파트 관리동(새솔동),126.8234020494,,40,새솔아이비어린이집,0,0,0,20180509,1,10,N,새솔아이비어린이집,031-355-4028,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,5,6,Y,미 운행,미 운영,14,14617,미 운영,강영순,01,0,,0,0,0,9,운영,0,0,37.279314757,N,0
41590001369,경기도 화성시 만세구,N,민간,경기도 화성시 만세구  수노을1로 235 더펠리체휴먼빌 관리동,126.82385173155124,,65,새솔아이엘어린이집,0,0,0,20220511,1,19,N,새솔아이엘어린이집,031-357-4145,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,7,13,Y,미 운행,미 운영,57,23635,미 운영,장경은,01,0,,0,0,0,48,운영,1,0,37.28037865253017,N,0
41590000397,경기도 화성시 효행구,N,민간,경기도 화성시 효행구  동화길 122 휴먼시아 아파트 601동 관리동,126.95962188690163,,39,새싹아이어린이집,0,0,0,20071106,1,15,Y,새싹아이어린이집,031-298-8555,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,5,12,Y,운행,미 운영,38,6717,미 운영,박선주,01,0,,0,0,0,18,운영,3,0,37.21454635711188,N,0
41590000491,경기도 화성시 동탄구,N,민간,경기도 화성시 동탄구  동탄반석로 96  관리동,127.07204,,25,새한빛어린이집,0,0,0,20080414,1,6,N,새한빛어린이집,031-8003-9870,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,3,3,Y,미 운행,미 운영,10,10267,미 운영,차은경,01,0,,0,0,0,6,운영,0,0,37.198845,N,0
41590000019,경기도 화성시 만세구,N,사회복지법인,경기도 화성시 만세구  신남안길 203 (신남동),126.8148025,,79,샛별어린이집,0,0,0,19990306,1,8,Y,샛별어린이집,031-357-7977,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,5,4,N,운행,미 운영,15,15778,미 운영,샛별어린이집사회복지법인대표이사,01,0,sinstar7977,0,0,0,0,미 운영,2,0,37.18492322,N,0
41590000046,경기도 화성시 병점구,N,가정,"경기도 화성시 병점구  병점1로 65 116동 107호(병점동, 늘벗마을신창1차아파트)",127.03855223418065,,20,생각이크는숲어린이집,0,0,0,20040816,1,7,N,생각이크는숲어린이집,031-890-7004,예약불가능,경기도 화성시 병점구청,예약불가능,야간연장형,0,3,8,Y,미 운행,미 운영,18,19448,미 운영,정성남,01,0,http://cafe.naver.com/iepicaso,0,0,0,14,운영,0,0,37.20421011471361,N,0
41590001438,경기도 화성시 만세구,N,가정,경기도 화성시 만세구  남양읍 고향의봄길 36 202동 102호(서희스타힐스4차숲속마을),126.83248370955788,,20,서희푸른숲어린이집,0,0,0,20240221,1,6,N,서희푸른숲어린이집,031-366-7067,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,3,5,Y,미 운행,미 운영,13,15655,미 운영,김종순,01,0,,0,0,0,12,운영,0,0,37.189885663987845,N,0
41590000215,경기도 화성시 만세구,N,법인·단체등,경기도 화성시 만세구  장안면 무봉길 182 ,126.8342157,,51,석포어린이집,0,0,0,19960608,1,0,Y,석포어린이집,031-358-9224,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,7,0,N,운행,미 운영,0,19671,미 운영,박주환,01,0,,0,0,0,0,미 운영,1,0,37.13392882,N,0
41590000357,경기도 화성시 동탄구,N,민간,"경기도 화성시 동탄구  동탄지성로 42 관리동(반송동, 시범한빛마을 아이파크)",127.07178875698791,,36,성원어린이집,0,0,0,20070801,1,13,N,성원어린이집,031-613-3883,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,4,10,Y,미 운행,미 운영,33,6779,미 운영,이윤선,01,0,,0,0,0,25,운영,0,0,37.20609315017572,N,0
41590001303,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄신리천로 786 2301동 102호(산척동, 센트럴 써밋)",127.12296161335975,,16,소망어린이집,0,0,0,20200826,1,7,N,소망어린이집,031-377-3923,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,3,6,Y,미 운행,미 운영,16,14319,미 운영,박미정,01,0,,0,0,0,3,운영,0,0,37.17421238257426,N,0
41590000453,경기도 화성시 동탄구,N,민간,경기도 화성시 동탄구  동탄반석로 73 관리동,127.0747738,,34,솔빛사랑어린이집,0,0,0,20080215,1,9,N,솔빛사랑어린이집,031-8003-2970,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,4,7,Y,미 운행,미 운영,29,28707,미 운영,최옥환,01,0,,0,0,0,24,운영,0,0,37.19479796,N,0
41590000315,경기도 화성시 병점구,N,가정,"경기도 화성시 병점구  동탄지성로 295 102동 102호(기산동, 행복마을 참누리 에듀파크)",127.051384,,20,솔샘어린이집,0,0,0,20070309,1,6,N,솔샘어린이집,031-225-2322,예약불가능,경기도 화성시 병점구청,예약불가능,일반,0,3,6,Y,미 운행,미 운영,16,10027,미 운영,박미영,01,0,,0,0,0,6,운영,1,0,37.22,N,0
41590000101,경기도 화성시 만세구,N,가정,"경기도 화성시 만세구  향남읍 발안남로 64 111동 101호(발안리, 우림필유아파트)",126.9034658590458,,20,솜사탕어린이집,0,0,0,20010926,1,8,N,솜사탕어린이집,031-353-0316,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,3,5,Y,미 운행,미 운영,13,19330,미 운영,김정훈,01,0,,0,0,0,1,운영,0,0,37.1301390375906,N,0
41590000010,경기도 화성시 병점구,N,사회복지법인,경기도 화성시 병점구  황계남길 80 (송산동),127.0152382,,92,송림어린이집,0,0,0,19980117,1,13,Y,송림어린이집,031-222-4978,예약불가능,경기도 화성시 병점구청,예약불가능,일반,0,7,9,Y,운행,미 운영,59,17979,미 운영,황중선,01,0,,0,0,0,15,운영,1,0,37.21305626,N,0
41590001187,경기도 화성시 만세구,N,가정,경기도 화성시 만세구  수노을1로 147 104동 104호(요진와이시티),126.820930430204,,20,송산수노을어린이집,0,0,0,20190129,1,9,N,송산수노을어린이집,031-8077-2272,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,4,8,Y,미 운행,미 운영,20,4640,미 운영,이정화,01,0,,0,0,0,15,운영,0,0,37.28786189458617,N,0
41590001448,경기도 화성시 만세구,N,가정,경기도 화성시 만세구  향남읍 향남로39번길 19 103동103호,126.90398377908032,,20,수자인도담어린이집,0,0,0,20240702,1,7,N,수자인도담어린이집,031-354-7033,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,3,5,Y,미 운행,미 운영,14,15672,미 운영,김소현,01,0,,0,0,0,20,운영,0,0,37.100981012425095,N,0
41590001175,경기도 화성시 동탄구,N,가정,경기도 화성시 동탄구  동탄순환대로12길 85 3639동 101호,127.13045861322225,,20,수피아어린이집,0,0,0,20181228,1,6,N,수피아어린이집,031-8050-4731,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,3,4,Y,미 운행,미 운영,13,21618,미 운영,김상희,01,0,,0,0,0,11,운영,0,0,37.16714121505409,N,0
41590000841,경기도 화성시 병점구,N,민간,경기도 화성시 병점구  병점중앙로 100-7 (병점동307-1),127.04220393976037,,193,숙명키즈어린이집,0,0,0,20111230,1,20,Y,숙명키즈어린이집,031-239-3600,예약불가능,경기도 화성시 병점구청,예약불가능,일반,0,11,13,Y,운행,미 운영,144,19888,미 운영,박경호,01,0,https://smkids.kidsnote.ac,0,0,0,44,운영,4,0,37.20771215615465,N,0
41590000145,경기도 화성시 만세구,N,민간,경기도 화성시 만세구  남양읍 남양시장로 39 (남양동),126.8135554,,39,숲사랑어린이집,0,0,0,19970520,1,9,Y,숲사랑어린이집,031-356-6595,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,4,8,Y,운행,미 운영,33,2324,미 운영,박은주,01,0,,0,0,0,0,운영,0,0,37.20877577,N,0
41590000518,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄숲속로 68 875동 103호(능동, 숲속마을 자연앤데시앙)",127.0546968,,20,숲속나라어린이집,0,0,0,20080709,1,8,N,숲속나라어린이집,031-8050-5648,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,3,8,Y,미 운행,미 운영,20,19335,미 운영,이은미,01,0,,0,0,0,10,운영,0,0,37.20701871,N,0
41590000882,경기도 화성시 만세구,N,가정,경기도 화성시 만세구  행정서로1길 31-3 ,126.91422375365343,,20,숲속나무어린이집,0,0,0,20120529,1,6,N,숲속나무어린이집,031-353-0805,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,3,4,Y,미 운행,미 운영,17,697,미 운영,김수정,01,0,,0,0,0,0,운영,0,0,37.127400560700806,N,0
41590000496,경기도 화성시 동탄구,N,민간,경기도 화성시 동탄구  동탄나루로 55 월드메르디앙 2차 관리동 어린이집,127.07932,,35,숲속미루어린이집,0,0,0,20080530,1,10,N,숲속미루어린이집,031-613-7784,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,3,6,Y,미 운행,미 운영,23,10118,미 운영,정진미,01,0,,0,0,0,7,운영,3,0,37.191868,N,0
41590000861,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄숲속로 103 804동 103호(능동, 숲속마을자연앤경남아너스빌)",127.0584751772872,,19,숲속별어린이집,0,0,0,20120327,1,5,N,숲속별어린이집,031-8003-1112,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,3,3,Y,미 운행,미 운영,9,7187,미 운영,장서연,01,0,,0,0,0,13,운영,0,0,37.20743492643394,N,0
41590000836,경기도 화성시 효행구,N,민간,경기도 화성시 효행구  봉담읍 신양2길 166 (도로명 미고시 지역),126.92964550365255,,98,숲속키즈어린이집,0,0,0,20111128,1,1,Y,숲속키즈어린이집,031-298-7164,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,8,0,Y,운행,미 운영,0,7536,미 운영,한상숙,01,0,,0,0,0,1,운영,1,0,37.14573140701507,N,0
41590000809,경기도 화성시 동탄구,N,민간,경기도 화성시 동탄구  금곡로163번길 60-4 ,127.0752702,,230,숲속해나어린이집,0,0,0,20110302,1,11,Y,숲속해나어린이집,031-376-8914,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,16,7,Y,운행,미 운영,30,10616,미 운영,유은숙,01,0,cafe.naver.com/haenakids,0,0,0,6,운영,1,0,37.17228965,N,0
41590000178,경기도 화성시 병점구,N,민간,경기도 화성시 병점구  10용사로 221 성호1차 아파트 관리동 (병점동),127.0429283,,27,숲어린이집,0,0,0,20100119,1,5,N,숲어린이집,070-4226-7000,예약불가능,경기도 화성시 병점구청,예약불가능,일반,0,3,4,Y,미 운행,미 운영,7,28657,미 운영,김상수,01,0,,0,0,0,3,운영,0,0,37.20026963,N,0
